title,author,genres,available
Ever Yours: The Essential Letters,"Vincent van Gogh, Leo Jansen (Editor), Hans Luijten (Editor), Nienke Bakker (Editor)",Art,True
Rilla of Ingleside,L.M. Montgomery,Classics,True
The Charterhouse of Parma,"Stendhal, Arthur Schurig (Übersetzer), Richard Howard (Translator), Charles Kenneth Scott Moncrieff (Translator), Robert Andrew Parker (Illustrations)",Classics,True
East,Edith Pattou (Goodreads Author),Fantasy,True
The Faceless Ones,Derek Landy,Fantasy,True
The Sweet Gum Tree,Katherine Allred,Romance,True
The Hard Way,Lee Child (Goodreads Author),Thriller,True
Hawksong,Amelia Atwater-Rhodes (Goodreads Author),Fantasy,True
Nobody Move,Denis Johnson,Fiction,True
The Initiation / The Captive Part I,L.J. Smith (Goodreads Author),Young Adult,True
And Come Day's End: A Michael McKaybees Mystery,Gabriel F.W. Koch,Sconosciuto,True
Midnight Rising,Lara Adrian (Goodreads Author),Paranormal Romance,True
Kushiel's Avatar,Jacqueline Carey (Goodreads Author),Fantasy,True
Queen of Air and Darkness,Cassandra Clare (Goodreads Author),Fantasy,True
The Great and Secret Show,Clive Barker (Goodreads Author),Horror,True
Succubus Heat,Richelle Mead (Goodreads Author),Urban Fantasy,True
Naked,David Sedaris,Humor,True
Winger,Andrew Smith,Young Adult,True
The Realms of the Gods,Tamora Pierce (Goodreads Author),Fantasy,True
Landline,Rainbow Rowell (Goodreads Author),Fiction,True
Homo Deus: A History of Tomorrow,Yuval Noah Harari,Nonfiction,True
River Marked,Patricia Briggs,Urban Fantasy,True
Wolf-Speaker,Tamora Pierce (Goodreads Author),Fantasy,True
Purple Hibiscus,Chimamanda Ngozi Adichie,Fiction,True
Treacherous Estate,Behcet Kaya (Goodreads Author),Sconosciuto,True
Norse Mythology,Neil Gaiman (Goodreads Author),Fantasy,True
Betrayal High,Mark M. Bello (Goodreads Author),Fiction,True
We Were the Mulvaneys,Joyce Carol Oates,Fiction,True
The Charm School,Nelson DeMille (Goodreads Author),Fiction,True
Forest of Secrets,Erin Hunter,Fantasy,True
Dead Poets Society,"N.H. Kleinbaum, Tom Schulman, Suzan Cenani Alioğlu (Translator), Nuten Hatırnaz (Translator)",Fiction,True
الإسلام بين الشرق والغرب,"Alija Izetbegović, محمد يوسف عدس (Translator), عبد الوهاب المسيري (Introducer)",Philosophy,True
"Naruto, Vol. 01: Uzumaki Naruto","Masashi Kishimoto, Katy Bridges (Translator)",Manga,True
Princess of the Midnight Ball,Jessica Day George (Goodreads Author),Fantasy,True
Tricks,Ellen Hopkins (Goodreads Author),Young Adult,True
The Girl Who Circumnavigated Fairyland in a Ship of Her Own Making,Catherynne M. Valente (Goodreads Author),Fantasy,True
Luck in the Shadows,Lynn Flewelling (Goodreads Author),Fantasy,True
Tommaso,Mimi Jean Pamfiloff (Goodreads Author),Paranormal,True
The Reluctant Fundamentalist,Mohsin Hamid,Fiction,True
The Ransom of Red Chief,O. Henry,Classics,True
Once and Always,Judith McNaught,Historical Romance,True
Jack Who?: Perfect Storms,Lisa Gillis (Goodreads Author),Romance,True
Dress Your Family in Corduroy and Denim,David Sedaris,Humor,True
Savvy,Ingrid Law (Goodreads Author),Fantasy,True
Sula,Toni Morrison,Fiction,True
Hannibal Rising,Thomas Harris,Horror,True
The Temple of the Golden Pavilion,"Yukio Mishima, Ivan Morris (Translation)",Fiction,True
The Looking Glass Wars,Frank Beddor (Goodreads Author),Fantasy,True
The Eighth Sister,Robert Dugoni (Goodreads Author),Fiction,True
Gardens of the Moon,Steven Erikson (Goodreads Author),Fantasy,True
The Promise,Chaim Potok,Fiction,True
All the Ugly and Wonderful Things,Bryn Greenwood (Goodreads Author),Fiction,True
La tregua,Mario Benedetti,Fiction,True
Dirty Red,Tarryn Fisher (Goodreads Author),Romance,True
This Savage Song,Victoria Schwab (Goodreads Author),Fantasy,True
Golden Fool,Robin Hobb (Goodreads Author),Fantasy,True
The Alice Network,Kate Quinn (Goodreads Author),Historical Fiction,True
"The Chronicles of Thomas Covenant, the Unbeliever",Stephen R. Donaldson,Fantasy,True
Covet,J.R. Ward (Goodreads Author),Paranormal,True
Baudolino,"Umberto Eco, William Weaver (Translator)",Fiction,True
Three Day Road,Joseph Boyden,Historical Fiction,True
The Essential Rumi,"Rumi, Coleman Barks (Translator)",Poetry,True
The Elfstones of Shannara,"Terry Brooks (Goodreads Author), Scott Brick (Narrator)",Fantasy,True
The Monk,Matthew Gregory Lewis,Classics,True
Radio Silence,"Alice Oseman (Goodreads Author), Aysha Kala (Narrator)",Contemporary,True
Laskar Pelangi,Andrea Hirata,Novels,True
Crossroads of Twilight,Robert Jordan,Fantasy,True
The Concrete Blonde,Michael Connelly (Goodreads Author),Mystery,True
Wasted: A Memoir of Anorexia and Bulimia,Marya Hornbacher,Nonfiction,True
The Dark Divine,Bree Despain (Goodreads Author),Young Adult,True
Dragonsong,Anne McCaffrey,Fantasy,True
The Screaming Staircase,Jonathan Stroud (Goodreads Author),Fantasy,True
Fueled,K. Bromberg (Goodreads Author),Romance,True
ترانيم في ظل تمارا,محمد عفيفي,Fiction,True
How to Kill a Rock Star,Tiffanie DeBartolo (Goodreads Author),Romance,True
The Hundred Thousand Kingdoms,N.K. Jemisin (Goodreads Author),Fantasy,True
Kurintor Nyusi: Diverse Epic Fantasy,Aaron-Michael Hall (Goodreads Author),Contemporary,True
All Things Wise and Wonderful,James Herriot,Nonfiction,True
"Flow My Tears, the Policeman Said","Philip K. Dick, Chris Moore (Illustrator)",Science Fiction,True
Bone: The Complete Edition,Jeff Smith,Graphic Novels,True
In the Clearing,Robert Dugoni (Goodreads Author),Mystery,True
Assassin's Quest,Robin Hobb (Goodreads Author),Fantasy,True
Through the Looking-Glass and What Alice Found There,"Lewis Carroll, John Tenniel (Illustrator), Peter Glassman (Afterword)",Classics,True
Snow Like Ashes,Sara Raasch (Goodreads Author),Fantasy,True
Vampire Kisses,Ellen Schreiber,Vampires,True
Let's Pretend This Never Happened: A Mostly True Memoir,Jenny Lawson (Goodreads Author),Nonfiction,True
Dragon Rider,Cornelia Funke (Goodreads Author),Fantasy,True
The Ruby Circle,Richelle Mead (Goodreads Author),Young Adult,True
Paula,Isabel Allende (Goodreads Author),Nonfiction,True
Wise Blood,Flannery O'Connor,Fiction,True
The Body Reader,Anne Frasier (Goodreads Author),Mystery,True
D'Aulaires' Book of Greek Myths,"Ingri d'Aulaire, Edgar Parin d'Aulaire",Mythology,True
Women Who Run With the Wolves: Myths and Stories of the Wild Woman Archetype,Clarissa Pinkola Estés,Nonfiction,True
Hounded,Kevin Hearne (Goodreads Author),Fantasy,True
The Magic Faraway Tree,Enid Blyton,Childrens,True
Finding Sky,Joss Stirling (Goodreads Author),Young Adult,True
Bad Things,R.K. Lilley (Goodreads Author),Romance,True
Number 13,M.G. Wells,Fantasy,True
Cancer Ward,"Aleksandr Solzhenitsyn, Nicholas Bethell (Translator), David Burg (Translator)",Fiction,True
Caged,"Shanna Ehrlich (Goodreads Author), Brittany Aldana",Dark,True
The Enlightenment of Alexander,B.Q. Hanson (Goodreads Author),Romance,True
Nicu II and Victoria's Incestuous Romance,Kenneth Jarrett Singleton,Fiction,True
Hades,Alexandra Adornetto,Angels,True
A Hidden Fire,Elizabeth Hunter (Goodreads Author),Paranormal,True
Leap of Faith (The Rufino Factor Book One),Joshua Rem (Goodreads Author),Fantasy,True
The Girl Who Chased the Moon,Sarah Addison Allen (Goodreads Author),Fiction,True
Supernatural Hero,Eran Gadot (Goodreads Author),Fiction,True
Mud Vein,Tarryn Fisher (Goodreads Author),Romance,True
Notes from a Small Island,Bill Bryson,Travel,True
Loving Frank,Nancy Horan,Historical Fiction,True
Chainfire,Terry Goodkind,Fantasy,True
Ancillary Justice,Ann Leckie (Goodreads Author),Science Fiction,True
Life: A User's Manual,"Georges Perec, David Bellos (Translator)",Fiction,True
Mossflower,Brian Jacques,Fantasy,True
....Și la sfârșit a mai rămas coșmarul (...And Then The Nightmare Came At Last),Oliviu Crâznic (Goodreads Author),Horror,True
The Christmas Sweater,Glenn Beck,Christmas,True
At Home in Mitford,Jan Karon,Fiction,True
Wings of Fire: An Autobiography,"A.P.J. Abdul Kalam, Arun Tiwari (Contributor)",Biography,True
How Not to Murder Your Grumpy,Carol Wyer (Goodreads Author),Humor,True
Van Laven Chronicles: Throne of Novoxos,Tyler Chase (Goodreads Author),Science Fiction,True
Child of the Prophecy,Juliet Marillier (Goodreads Author),Fantasy,True
Novecento. Un monologo,Alessandro Baricco,Fiction,True
The Bourne Supremacy,Robert Ludlum,Fiction,True
The Enchantress,Michael Scott (Goodreads Author),Fantasy,True
The Blindspots Between Us: How to Overcome Unconscious Cognitive Bias and Build Better Relationships,"Gleb Tsipursky (Goodreads Author), David McRaney (Foreword)",Psychology,True
A Crown of Swords,Robert Jordan,Fantasy,True
The Member of the Wedding,Carson McCullers,Fiction,True
Fairest,Marissa Meyer (Goodreads Author),Fantasy,True
"Never Go With Your Gut: How Pioneering Leaders Make the Best Decisions and Avoid Business Disasters (Avoid Terrible Advice, Cognitive Biases, and Poor Decisions)","Gleb Tsipursky (Goodreads Author), Howard J. Ross (Goodreads Author) (Foreword)",Business,True
At the Mountains of Madness,"H.P. Lovecraft, China Miéville (Goodreads Author) (Introduction), S.T. Joshi (Editor)",Horror,True
"Memories, Dreams, Reflections","C.G. Jung, Aniela Jaffé (Editor), Richard Winston (Translator), Clara Winston (Translator)",Psychology,True
A Deepness in the Sky,Vernor Vinge,Science Fiction,True
Generation X: Tales for an Accelerated Culture,Douglas Coupland (Goodreads Author),Fiction,True
"The End of Faith: Religion, Terror, and the Future of Reason",Sam Harris,Religion,True
The Year of Magical Thinking,Joan Didion,Nonfiction,True
The Lost Prince,Julie Kagawa (Goodreads Author),Fantasy,True
The Tender Bar: A Memoir,J.R. Moehringer,Memoir,True
"Capital, Vol. 1: A Critical Analysis of Capitalist Production","Karl Marx, Ernest Mandel (Introduction), Ben Fowkes (Translator)",Economics,True
Find You in the Dark,A. Meredith Walters (Goodreads Author),Romance,True
Stepping Beyond Intention,Daniel Mangena (Goodreads Author),Epic,True
Whispers,Lauren Klever,Young Adult,True
The Good Girl,Mary Kubica (Goodreads Author),Mystery,True
Still Missing,Chevy Stevens (Goodreads Author),Mystery,True
Democracy in America,"Alexis de Tocqueville, Isaac Kramnick (Introduction), Gerald Bevan (Translation)",History,True
The Mysterious Stranger,Mark Twain,Fiction,True
Jinx,Meg Cabot (Goodreads Author),Young Adult,True
Shadows of Atlantis: Awakening,Mara Powers (Goodreads Author),Fiction,True
Dragonsinger,Anne McCaffrey,Fantasy,True
The Three Stigmata of Palmer Eldritch,Philip K. Dick,Science Fiction,True
Worm,"Wildbow, J.C. McCrae",Fantasy,True
Those Who Save Us,Jenna Blum (Goodreads Author),Historical Fiction,True
A Job From Hell,Jayde Scott (Goodreads Author),Vampires,True
The Apprentice,Tess Gerritsen (Goodreads Author),Mystery,True
An Ideal Husband,Oscar Wilde,Classics,True
Page,Tamora Pierce (Goodreads Author),Fantasy,True
Arrow of the Mist,Christina Mercer (Goodreads Author),Fantasy,True
"Love, Lex",Avery Aster (Goodreads Author),New Adult,True
Into the Water,Paula Hawkins (Goodreads Author),Mystery,True
Waterfall,Lisa Tawn Bergren (Goodreads Author),Time Travel,True
Death and the Dervish,"Meša Selimović, Bogdan Rakić (Translator), Stephen M. Dickey (Translation)",Fiction,True
Scarlett,Alexandra Ripley,Historical Fiction,True
The Fyfield Plantation,Andrew R. Williams (Goodreads Author),Drama,True
The Hangman's Daughter,"Oliver Pötzsch (Goodreads Author), Lee Chadeayne (Translator), Sabine Marić (Translator)",Historical Fiction,True
Rumo & His Miraculous Adventures,"Walter Moers, John Brownjohn (Translator)",Fantasy,True
A Woman to Blame,Vincent Panettiere (Goodreads Author),Fiction,True
The Place That Gave,Emem Uko (Goodreads Author),Novels,True
The Camel Club,David Baldacci (Goodreads Author),Thriller,True
The Naturals,Jennifer Lynn Barnes (Goodreads Author),Mystery,True
On Beauty,Zadie Smith,Fiction,True
The Long Walk: The True Story of a Trek to Freedom,Slavomir Rawicz,Nonfiction,True
On the Fence,Kasie West (Goodreads Author),Romance,True
The Crazy Life of a Kid from Brooklyn,Bill Morgenstein,Drama,True
A Spell for Chameleon,Piers Anthony,Fantasy,True
Something Wonderful,Judith McNaught,Historical Romance,True
Hard Bitten,Chloe Neill (Goodreads Author),Urban Fantasy,True
Fallout,Ellen Hopkins (Goodreads Author),Young Adult,True
The Adoration of Jenna Fox,Mary E. Pearson (Goodreads Author),Young Adult,True
Double Indemnity,James M. Cain,Fiction,True
Every Last Word,Tamara Ireland Stone (Goodreads Author),Young Adult,True
Homegoing,Yaa Gyasi,Historical Fiction,True
Fragile Lives: A Heart Surgeon’s Stories of Life and Death on the Operating Table,Stephen Westaby,Nonfiction,True
La resistencia,Laura Gallego García,Fantasy,True
Succubus Dreams,Richelle Mead (Goodreads Author),Urban Fantasy,True
Infinite Days,Rebecca Maizel (Goodreads Author),Vampires,True
The Haunted,Jessica Verday,Young Adult,True
In Defense of Food: An Eater's Manifesto,Michael Pollan (Goodreads Author),Nonfiction,True
MaddAddam,Margaret Atwood (Goodreads Author),Fiction,True
The Republic of Thieves,Scott Lynch (Goodreads Author),Fantasy,True
The Nicomachean Ethics,"Aristotle, James Alexander Kerr Thomson (Translator), Jonathan Barnes (Introduction), Hugh Tredennick (Editor)",Philosophy,True
This is Where I Leave You,Jonathan Tropper,Fiction,True
The 7½ Deaths of Evelyn Hardcastle,Stuart Turton (Goodreads Author),Mystery,True
Origins,"L.J. Smith (Goodreads Author) (Based on the novels), Kevin Williamson (Based on the TV series), Julie Plec (Based on the TV series)",Vampires,True
Okay for Now,Gary D. Schmidt,Young Adult,True
Please Look After Mom,"Shin Kyung-sook, Chi-Young Kim (Translator)",Fiction,True
The Stone Diaries,Carol Shields,Fiction,True
Dom Casmurro,Machado de Assis,Classics,True
The Sympathizer,Viet Thanh Nguyen (Goodreads Author),Fiction,True
Red Russia,Tanya Thompson,Humor,True
I Never Promised You a Rose Garden,"Hannah Green, Joanne Greenberg (Goodreads Author)",Fiction,True
The Sluts,Dennis Cooper,Fiction,True
Seven Pillars of Wisdom: A Triumph,T.E. Lawrence,History,True
Daughter of the Blood,Anne Bishop,Fantasy,True
Esperanza Rising,Pam Muñoz Ryan,Historical Fiction,True
The Monkey Wrench Gang,Edward Abbey,Fiction,True
Sookie Stackhouse 8 Volume Set,Charlaine Harris (Goodreads Author),Fantasy,True
Eve,Anna Carey (Goodreads Author),Dystopia,True
Darkness Visible: A Memoir of Madness,William Styron,Nonfiction,True
The Mermaid Chair,Sue Monk Kidd (Goodreads Author),Fiction,True
Morning Star,Pierce Brown (Goodreads Author),Science Fiction,True
"The Penderwicks: A Summer Tale of Four Sisters, Two Rabbits, and a Very Interesting Boy",Jeanne Birdsall,Middle Grade,True
The Atlantis Complex,Eoin Colfer,Fantasy,True
Love Letters to the Dead,"Ava Dellaira (Goodreads Author), Dạ Oanh (Translator)",Young Adult,True
The Catastrophic History of You and Me,Jess Rothenberg (Goodreads Author),Young Adult,True
Captivated by You,Sylvia Day (Goodreads Author),Romance,True
The Tartar Steppe,"Dino Buzzati, Stuart Hood (Translator), Hülya Tufan (Translator)",Fiction,True
Everlasting,Alyson Noel (Goodreads Author),Young Adult,True
Under the Tuscan Sun,Frances Mayes (Goodreads Author),Travel,True
"Forever, Christian",Tina Traverse,Family,True
"You Really Are Full of Shit, Aren't You?",Karl Wiggins (Goodreads Author),Humor,True
حوار مع صديقي الملحد,مصطفى محمود,Religion,True
Checkmate,Dorothy Dunnett,Historical Fiction,True
The Gathering,Kelley Armstrong (Goodreads Author),Young Adult,True
House of Earth and Blood,Sarah J. Maas (Goodreads Author),Fantasy,True
Lila: An Inquiry Into Morals,Robert M. Pirsig,Philosophy,True
The Feminine Mystique,"Betty Friedan, Anna Quindlen (Introduction)",Feminism,True
Calico Jack in your Garden,Karl Wiggins (Goodreads Author),Humor,True
Plato: Complete Works,"Plato, John M. Cooper (Editor), Benjamin Jowett (Translator), Dorothea Frede (Translator), Alexander Nehamas (Translator), Paul Woodruff (Translator), Anthony Kenny (Translator), Rosamond Kent Sprague (Translator), more…",Philosophy,True
"Notes from Underground, White Nights, The Dream of a Ridiculous Man, and Selections from The House of the Dead","Fyodor Dostoyevsky, Andrew R. MacAndrew (Translator, Afterword), Ben Marcus (Goodreads Author) (Introduction)",Classics,True
The Devouring,Simon Holt,Horror,True
The Secret of Ella and Micha,Jessica Sorensen (Goodreads Author),New Adult,True
A Beautiful Mind,Sylvia Nasar,Biography,True
Unite Me,Tahereh Mafi,Young Adult,True
Holding Up the Universe,Jennifer Niven (Goodreads Author),Young Adult,True
The Man Who Planted Trees,Jean Giono,Fiction,True
To Have and Have Not,Ernest Hemingway,Fiction,True
Mein Kampf,"Adolf Hitler, Ralph Manheim (Translator), Serpil Yener (Translator)",History,True
Normal People,Sally Rooney (Goodreads Author),Fiction,True
Invitation to a Beheading,"Vladimir Nabokov, Dmitri Nabokov (Translator )",Fiction,True
The Sea Wolf,Jack London,Classics,True
Imperial Bedrooms,Bret Easton Ellis,Fiction,True
Rock Chick,Kristen Ashley (Goodreads Author),Romance,True
"Mio, My Son","Astrid Lindgren, Ilon Wikland (Illustrator), Jill M. Morgan (Translator)",Fantasy,True
Sleeping Beauties,"Stephen King (Goodreads Author), Owen King (Goodreads Author)",Horror,True
The Trapped Girl,Robert Dugoni (Goodreads Author),Mystery,True
L.A. Confidential,James Ellroy,Fiction,True
Dark Days,Derek Landy,Fantasy,True
The Power of the Dog,Don Winslow (Goodreads Author),Fiction,True
شيكاجو,"علاء الأسواني, Alaa Al Aswany",Fiction,True
The Amityville Horror,Jay Anson,Horror,True
The Beginning of Everything,Robyn Schneider (Goodreads Author),Young Adult,True
The Dark Half,Stephen King (Goodreads Author),Horror,True
No Exit,Jean-Paul Sartre,Plays,True
