title,author,genres,available
The Lion's Game,Nelson DeMille (Goodreads Author),Fiction,True
D' Angel : Princess,Luna Torashyngu,Indonesian Literature,True
Beyond Exile,J.L. Bourne (Goodreads Author),Horror,True
"Future Lovers, Vol. 2",Saika Kunieda,Manga,True
"Vampire Knight, Vol. 12",Matsuri Hino,Manga,True
A Brother Beloved,Francena H. Arnold,Fiction,True
Quarter Horse,Bonnie Bryant,Horses,True
"Moe Kare!!, Vol. 05",Gō Ikeyamada,Manga,True
The Last Summer,Mary Jane Staples,Fiction,True
Talent Is Never Enough: Discover the Choices That Will Take You Beyond Your Talent,John C. Maxwell,Leadership,True
Brian's Hunt,Gary Paulsen,Young Adult,True
You Are What You Eat: The Plan That Will Change Your Life,Gillian McKeith,Health,True
The Painted Drum,Louise Erdrich,Fiction,True
The Last Duchess,Sharon Stewart (Goodreads Author),Historical Fiction,True
Germinal: Zola,Michel Erre,Sconosciuto,True
A Matter of Honor,Ruth Willerth,Steampunk,True
The Organ Grinders,Bill Fitzhugh,Fiction,True
"Dans mon village, il y a belle Lurette...",Fred Pellerin,Fiction,True
The Gathering,Michael Carroll (Goodreads Author),Science Fiction,True
The Blue Zone,Andrew Gross (Goodreads Author),Thriller,True
Hard Times,Blayne Cooper,Lesbian,True
Maudit manège,Philippe Djian,French Literature,True
Stumbling Toward Faith,Renee Altson,Sconosciuto,True
The Fire Dragon,Katharine Kerr (Goodreads Author),Fantasy,True
Balkan Ghosts: A Journey Through History,Robert D. Kaplan,History,True
Sword-Sworn,Jennifer Roberson (Goodreads Author),Fantasy,True
Sovay,Celia Rees (Goodreads Author),Historical Fiction,True
Bitter Demons,Sarra Cannon (Goodreads Author),Young Adult,True
"A Long, Long Sleep",Anna Sheehan (Goodreads Author),Young Adult,True
Firespell,Chloe Neill (Goodreads Author),Young Adult,True
All About Passion,Stephanie Laurens (Goodreads Author),Romance,True
The Price Paid for Charley,Earl B. Pilgrim,Nonfiction,True
"Barefoot Gen, Volume One: A Cartoon Story of Hiroshima","Keiji Nakazawa, Art Spiegelman (Introduction), Project Gen (Translator)",Graphic Novels,True
Loitering with Intent,Stuart Woods,Mystery,True
Fullmetal Alchemist: The Land of Sand,"Makoto Inoue, Hiromu Arakawa (Illustrator), Alexander O. Smith (Translator)",Fantasy,True
Shattered Sword: The Untold Story of the Battle of Midway,"Jonathan Parshall, Anthony Tully",History,True
أما هذه.. فرقصتي أنا,غادة محمد محمود (Goodreads Author),Sconosciuto,True
The Cat Inside,William S. Burroughs,Nonfiction,True
The Reformed Doctrine of Predestination,Loraine Boettner,Theology,True
Aghora: At the Left Hand of God,Robert E. Svoboda,Spirituality,True
La Vida. Las Moradas.,Teresa of Ávila,Sconosciuto,True
De amulet,Simone van der Vlugt,Historical Fiction,True
بين التاريخ والواقع: الجزء الثالث,راغب السرجاني,History,True
Ion,Liviu Rebreanu,Romanian Literature,True
I'm Starved for You,Margaret Atwood (Goodreads Author),Fiction,True
طفولة قلب,سلمان العودة,Biography,True
My Year of Meats,Ruth Ozeki (Goodreads Author),Fiction,True
The Unlikely Voyage of Jack De Crow: A Mirror Odyssey from North Wales to the Black Sea,A.J. Mackinnon,Travel,True
The Silent Pulpit,Donald Allen Kirch (Goodreads Author),Horror,True
"23 Minutes In Hell: One Man's Story About What He Saw, Heard, and Felt in That Place of Torment",Bill Wiese,Christian,True
The Absolute Value of Mike,Kathryn Erskine,Realistic Fiction,True
More Natural Cures Revealed,Kevin Trudeau,Health,True
The Power of Art,Simon Schama,Art,True
God Don't Play,Mary Monroe (Goodreads Author),African American,True
Adventures of the Karaoke King,Harold Taw,Fiction,True
Beauty Never Dies,Cameron Jace (Goodreads Author),Fantasy,True
Slow Burn,Julie Garwood (Goodreads Author),Romance,True
The Dog Who Wouldn't Be,Farley Mowat,Nonfiction,True
Doctor Who: Love and War,Paul Cornell (Goodreads Author),Doctor Who,True
24:01 One Minute After (Free at Smashwords.com),Eric Diehl (Goodreads Author),Anthologies,True
The Collected Works,Kahlil Gibran,Poetry,True
Godless: How an Evangelical Preacher Became One of America's Leading Atheists,"Dan Barker, Richard Dawkins (Goodreads Author) (Foreword)",Religion,True
Rabbit-Proof Fence: The True Story of One of the Greatest Escapes of All Time,"Doris Pilkington, Nugi Garimara",Nonfiction,True
Random Passage,Bernice Morgan,Historical Fiction,True
"The Letterbook of Eliza Lucas Pinckney, 1739-1762",Eliza Lucas Pinckney,History,True
"Ultra Cute, Vol. 4",Nami Akimoto,Manga,True
Blubber,Judy Blume (Goodreads Author),Young Adult,True
Emmy's Equal,Marcia Gruver (Goodreads Author),Romance,True
"The New Six-Point Plan for Raising Happy, Healthy Children",John Rosemond,Parenting,True
Soul Stalker,Laura Kreitzer (Goodreads Author),Fantasy,True
The Imam's Daughter,Hannah Shah,Nonfiction,True
Reshaping It All: Motivation for Physical and Spiritual Fitness,"Candace Cameron Bure, Darlene Schacht",Nonfiction,True
The Ballad of Reading Gaol and Other Poems,Oscar Wilde,Poetry,True
"Mind, Self and Society from the Standpoint of a Social Behaviorist","George Herbert Mead, Charles William Morris (Editor)",Sociology,True
The First Collier,Kathryn Lasky,Fantasy,True
Microfísica del poder,"Michel Foucault, Julia Varela (Translator), Fernando AIvarez-Uría (Editor)",Philosophy,True
Madam Crowl's Ghost & Other Stories,"J. Sheridan Le Fanu, M.R. James (Editor)",Horror,True
The Revenge Of Gaia: Why The Earth Is Fighting Back And How We Can Still Save Humanity,James E. Lovelock,Science,True
"Lovestruck: Love Mo Siya, Sure Ka Ba?",Ronald Molmisa,Self Help,True
The Dark,James Herbert,Horror,True
The Ghost of Graylock,Dan Poblocki (Goodreads Author),Horror,True
Aenir,"Garth Nix (Goodreads Author), Steve Rawlings (Illustrations)",Fantasy,True
Η ζωή μετά,"Arkas, Αρκάς",Comics,True
Secrets,Freya North (Goodreads Author),Chick Lit,True
Thrashed,"Jerry Scott, Jim Borgman",Comics,True
Downtown Owl,Chuck Klosterman,Fiction,True
Debits And Credits,Rudyard Kipling,Fiction,True
Jerusalem in Prophecy,Randall Price,Sconosciuto,True
City of Death,Laurence Yep,Fantasy,True
Piper at the Gate,Mary Stanton (Goodreads Author),Fantasy,True
The Way of the Apprentice,"Jude Watson (Goodreads Author), David Mattingly (Illustrations)",Star Wars,True
"Nigella Express: Good Food, Fast",Nigella Lawson,Cookbooks,True
Elric: The Stealer of Souls,"Michael Moorcock, John Picacio (Illustrator), Alan Moore (Goodreads Author) (Foreword)",Fantasy,True
All's Fair in Love & Seduction,Beverley Kendall (Goodreads Author),Romance,True
Deliler Boşandı,Aziz Nesin,Fiction,True
The Temptation,Alisa Valdes (Goodreads Author),Young Adult,True
Deseo y Venganza,Nora Roberts (Goodreads Author),Romance,True
Mrs. Jeffries in the Nick of Time,Emily Brightwell,Mystery,True
Incompetence,Rob Grant,Fiction,True
The Lightning Should Have Fallen on Ghalib: Selected Poems,"Mirza Asadullah Khan Ghalib, Robert Bly (Translator), Sunil Dutta (Translator)",Poetry,True
American Chick in Saudi Arabia,Jean Sasson (Goodreads Author),Nonfiction,True
The Rhythm of the Gods,"Jerry Sarkwah (Goodreads Author), Jerry Yaw (Goodreads Author)",Sconosciuto,True
Glory Be!,Janet Lambert,Young Adult,True
Being Billy,Phil Earle,Young Adult,True
Amazing Agent Luna Vol 1,"Nunzio DeFilippis (Goodreads Author), Christina Weir (Goodreads Author), Shiei (Illustrator)",Manga,True
Clara Morison,Catherine Helen Spence,Fiction,True
হিমু অমনিবাস,Humayun Ahmed,Fiction,True
Project Paris,"Lisa Barham, Sujean Rim (Goodreads Author) (Illustrator)",Young Adult,True
Murder in the Cathedral,T.S. Eliot,Plays,True
Barmy,Victoria Wood,Humor,True
The Coming of Dragons,A.J. Lake,Fantasy,True
The Princess from the ice,Pet Torres (Goodreads Author),Sconosciuto,True
Fever,Dee Shulman (Goodreads Author),Young Adult,True
The Hunger But Mainly Death Games: A Parody,"Bratniss Everclean (Pseudonym), John Bailey Owen, Aaron Geary",Humor,True
शतरंज के खिलाड़ी [Shatranj ke Khiladi],"Munshi Premchand, मुंशी प्रेमचंद",Short Stories,True
Marija Modiljani,Vesna Aleksić,Sconosciuto,True
Messed up,Molly Owens,Dark,True
Because I Am Yours,Beth Kery (Goodreads Author),Erotica,True
Cheryl: My Story,Cheryl Cole,Autobiography,True
Master of Craving,Karin Tabke (Goodreads Author),Historical Romance,True
The Quest Begins,Erin Hunter,Fantasy,True
A Lady of High Regard,Tracie Peterson,Christian Fiction,True
The Curse of Camp Cold Lake,R.L. Stine (Goodreads Author),Horror,True
The Education of a Coach,David Halberstam,Sports,True
"Whatever Happened to the Hall of Fame? Baseball, Cooperstown, and the Politics of Glory",Bill James,Baseball,True
The Amazing Jessica,"Francine Pascal (Goodreads Author) (Creator), Molly Mia Stewart, Ying-Hwa Hu (Illustrator)",Childrens,True
A Story of the Scarlet Pimpernel,Emmuska Orczy,Sconosciuto,True
Aunt Jane's Nieces,"Edith Van Dyne (Pseudonym), L. Frank Baum",Young Adult,True
Shattered Promises,Jessica Sorensen (Goodreads Author),Paranormal,True
الأعمال السياسية الكاملة - المجلد الثالث,نزار قباني,Poetry,True
Marvel Comics: The Untold Story,Sean Howe,Nonfiction,True
Jumping Ship,Janice G. Ross (Goodreads Author),Sconosciuto,True
On the Banks of the Bayou,"Roger Lea MacBride, Dan Andreasen",Historical Fiction,True
A Light in the Wilderness,"H.B. Moore (Goodreads Author), Heather B. Moore (Goodreads Author)",Lds,True
The Hunt is On,Natalie Herzer (Goodreads Author),Urban Fantasy,True
الأخدود,"Abdul Rahman Munif, عبد الرحمن منيف",Fiction,True
My Boss's Slave,Kathryn Morgan Parry (Goodreads Author),Erotica,True
Double Cross: The True Story of the D-Day Spies,Ben Macintyre,History,True
空ろの箱と零のマリア 2,"Eiji Mikage, 御影 瑛路, 鉄雄 (イラスト)",Light Novel,True
I Miss Mummy,Cathy Glass,Nonfiction,True
In Evil Hour,"Gabriel García Márquez, Gregory Rabassa (Translator )",Fiction,True
Suicide,Édouard Levé,Fiction,True
The 20th Century Art Book,Phaidon Press,Art,True
Empress of Rome,Kate Quinn (Goodreads Author),Historical Fiction,True
Christie Malry's Own Double-Entry,"B.S. Johnson, John Lanchester (Foreword)",Fiction,True
Accidentally on Purpose,L.D. Davis (Goodreads Author),Romance,True
Mercier and Camier,Samuel Beckett,Fiction,True
In the Lion's Mouth,Michael Flynn,Science Fiction,True
Protector,Vanna Smythe (Goodreads Author),Fantasy,True
Humility: True Greatness,C.J. Mahaney,Christian,True
The Water in Between: A Journey at Sea,Kevin Patterson (Goodreads Author),Travel,True
Les Justes,Albert Camus,Plays,True
"Let's Roll!: Ordinary People, Extraordinary Courage","Lisa Beamer, Ken Abraham",Nonfiction,True
النهضة 2,"Will Durant, Ariel Durant, زكي نجيب محمود (Translator)",History,True
Revenant,"Mel Odom, Joss Whedon (Creator)",Buffy The Vampire Slayer,True
Mairelon the Magician,Patricia C. Wrede (Goodreads Author),Fantasy,True
Enid Blyton Mystery series,Enid Blyton,Childrens,True
Atlas of the Islamic conquests Part II,Darussalam (Editor),Sconosciuto,True
"JOHN DONNE COMPLETE WORKS ULTIMATE COLLECTION – All Poems, Love Poetry, Holy Sonnets, Devotions, Meditations, English Poems, Sermons PLUS BIOGRAPHIES and ANNOTATIONS [Annotated]","John Donne, Izaak Walton, Augustus Jessopp, Henry Alford, Darryl Marks (Editor)",Sconosciuto,True
Lady of the Reeds,Pauline Gedge,Historical Fiction,True
Comes the Night,"Norah Wilson (Goodreads Author), Heather Doherty",Paranormal,True
She Wanted It All,Kathryn Casey (Goodreads Author),True Crime,True
"Encyclopedia of Philosophy, 4 Vol. Set",Paul Edwards,Philosophy,True
1.4,Mike A. Lancaster (Goodreads Author),Science Fiction,True
"The Legend of Sun Knight, Vol. 1",Yu Wo,Manga,True
Wicked Werewolves,Rachel M. Humphrey-D'aigle (Goodreads Author),Paranormal,True
Faking Mr. Right,Kerry Connor (Goodreads Author),Romance,True
Jason and the Golden Fleece (The Argonautica),"Apollonius of Rhodes, Richard L. Hunter (Translator)",Classics,True
Eagle's Gift,Carlos Castañeda,Spirituality,True
To Bid Or Not To Bid (Master Bridge),Larry Cohen,Sconosciuto,True
13,Amy Lignor (Goodreads Author),Fantasy,True
Five Miles,Lili St. Germain (Goodreads Author),Dark,True
The Monkey Wars,Deborah Blum,Science,True
Cliff and Liz,Jake Donald Stephens,Sconosciuto,True
Care-i faza cu cititul?,Liviu Papadima (coord.),Romanian Literature,True
The March,E.L. Doctorow,Historical Fiction,True
Bareback,Amber Green,M M Romance,True
A Place in Time,"Jessica Concha (Goodreads Author), James John Andres (Illustrator)",Teen,True
The Starlight Crystal,Christopher Pike,Young Adult,True
The Hammer and the Blade,Paul S. Kemp (Goodreads Author),Fantasy,True
And Eternity,Piers Anthony,Fantasy,True
Urdu Novel: Mohabbat Subha Ka Sitara Hai by Umera Ahmed,"Umera Ahmed, Lubna Ikhlaq (Editor), Muhammad Farrukh Mahmood (Editor), Hasan Umar (Editor)",Sconosciuto,True
Ce Que L'image Nous Ditentretiens Sur L'art Et La Science,"E.H. Gombrich, Didier Eribon",Nonfiction,True
The Hidden Coronet,Catherine Fisher,Fantasy,True
Deutschland schafft sich ab,Thilo Sarrazin,Nonfiction,True
Anthem for Jackson Dawes,Celia Bryce,Young Adult,True
Hold Us Close,Caisey Quinn (Goodreads Author),New Adult,True
The Rules for Disappearing,Ashley Elston (Goodreads Author),Young Adult,True
I Can Cook: Puddings and Desserts,Marika Germanis (Goodreads Author),Childrens,True
Purgatory,Jeffrey Archer,Nonfiction,True
Tiger Hills,Sarita Mandanna,Historical Fiction,True
Biografi Ibnu Khaldun: Kehidupan dan Karya Bapak Sosiologi Dunia,Mohammad Abdullah Enan,Sconosciuto,True
The Unleashing,Shelly Laurenston,Paranormal,True
The Passion of Patrick MacNeill,Virginia Kantra (Goodreads Author),Romance,True
The Baby Book: Everything You Need to Know About Your Baby from Birth to Age Two,"William Sears, Martha Sears, Robert W. Sears, James M. Sears",Parenting,True
"Stiff Upper Lip, Jeeves",P.G. Wodehouse,Fiction,True
"Delirium Stories: Hana, Annabel, and Raven",Lauren Oliver (Goodreads Author),Young Adult,True
Premonitions,Jamie Schultz (Goodreads Author),Urban Fantasy,True
Snapped,Laura Griffin (Goodreads Author),Romantic Suspense,True
Ananta Prahadi,Risa Saraswati,Sconosciuto,True
Pihkal: A Chemical Love Story,"Alexander Shulgin, Ann Shulgin",Science,True
Caravans,James A. Michener,Historical Fiction,True
Knights' Sinner,Bella Jewel,Romance,True
"Women Heroes of World War II: 26 Stories of Espionage, Sabotage, Resistance, and Rescue",Kathryn J. Atwood (Goodreads Author),Nonfiction,True
Blood Wyne,Yasmine Galenorn (Goodreads Author),Urban Fantasy,True
Darkmoon,S.M. Reine (Goodreads Author),Werewolves,True
Virgin Soil Upturned,"Mikhail Sholokhov, Robert Daglish (Translator)",Classics,True
Alpha Games Volume 3,Terry Bolryder,Shapeshifters,True
The Eternal Champion,Michael Moorcock,Fantasy,True
A Little Bit Rock & Roll,E.M. Leya (Goodreads Author),M M Romance,True
The Third Caliph,"Alex Archer (pseudonym), Mel Odom",Fantasy,True
Spanish with Ease,"Francisco Javier Antón Martínez, John Smellie (Translator), Jean-Louis Goussé (Illustrator)",Nonfiction,True
Make Haste My Beloved,Frances J. Roberts,Christian,True
A Miracle of Hope,Ruth Reid (Goodreads Author),Amish,True
Before The Proof,"Gary Williams (Goodreads Author), Vicky Knerly",Sconosciuto,True
The Outward-Focused Life: Becoming a Servant in a Serve-Me World,Dave Workman,Christian,True
La settimana bianca,"Emmanuel Carrère, Paola Gallo (Translator)",Fiction,True
Tasting Beer: An Insider's Guide to the World's Greatest Drink,Randy Mosher,Beer,True
The Regency,Cynthia Harrod-Eagles,Historical Fiction,True
Stage Fright on a Summer Night,"Mary Pope Osborne, Salvatore Murdocca (Illustrator)",Fantasy,True
Riot,Jamie Begley (Goodreads Author),Romance,True
حی بن یقظان,"Avicenna, Ibn Tufail, Shahab al-Din Suhrawardi, بدیع‌الزمان فروزانفر",Philosophy,True
The Thousand-Dollar Tan Line,"Rob Thomas, Jennifer Graham",Mystery,True
A Man of Parts,David Lodge,Fiction,True
"Air Gear, Vol. 1","Oh! Great, 大暮 維人",Manga,True
Starter for Ten,David Nicholls,Fiction,True
Canone inverso,"Paolo Maurensig, Jenny McPhee (Goodreads Author) (Translator)",Fiction,True
100 Selected Stories,O. Henry,Fiction,True
The Cure for Dreaming,"Cat Winters (Goodreads Author), Jennifer Ikeda (Narrator)",Historical Fiction,True
Marked by the Vampire,Cynthia Eden (Goodreads Author),Paranormal,True
Trouble & the Wallflower,Kade Boehme (Goodreads Author),M M Romance,True
Spanky,Christopher Fowler,Horror,True
Bachpan Ka December / بچپن کا دسمبر,Hashim Nadeem,Novels,True
Japanese Tales,Royall Tyler (Goodreads Author) (Translator),Japan,True
Pulse,Julian Barnes,Short Stories,True
Oz: Dorothy and the Wizard in Oz,"Eric Shanower (Goodreads Author) (Adapter), Skottie Young (Illustrations), L. Frank Baum",Graphic Novels,True
My Bestfriend's Man,P. Dotson,Fiction,True
Salt & Stone,Victoria Scott (Goodreads Author),Young Adult,True
ჯინსების თაობა,"Dato Turashvili, დათო ტურაშვილი",Georgian,True
بني بجم,بلال فضل Belal Fadl (Goodreads Author),Short Stories,True
Fate／Zero（1）第四次聖杯戦争秘話 [Dai Yonji Seihai Sensou Hiwa],"Gen Urobuchi, 武内 崇",Light Novel,True
"Love, Anger, Madness: A Haitian Trilogy","Marie Vieux-Chauvet, Edwidge Danticat (Introduction), Val Vinokur (Translator), Rose-Myriam Rejouis (Translator)",Fiction,True
"Enchanted, Inc.",Shanna Swendson (Goodreads Author),Fantasy,True
The One That Got Away,"Rhianne Aile, Madeleine Urban",M M Romance,True
Infinity Key,Chrysoula Tzavelas (Goodreads Author),Fantasy,True
Christopher,David Athey (Goodreads Author),Fiction,True
Pocketful of Sand,Michelle Leighton (Goodreads Author),Romance,True
De skandalösa,Simona Ahrnstedt (Goodreads Author),Romance,True
The Fall of Baghdad,Jon Lee Anderson,History,True
The Glass Rainbow,James Lee Burke,Mystery,True
Blodspor i Transsylvanien,Dennis Jürgensen,Fantasy,True
Born to Endless Night,"Cassandra Clare (Goodreads Author), Sarah Rees Brennan (Goodreads Author)",Fantasy,True
Ms. Marvel (2014-2015) #1,"G. Willow Wilson (Goodreads Author), Adrian Alphona (Illustrator), Sara Pichelli (Illustrator), Ian Herring (Goodreads Author) (Colorist)",Comics,True
Kiss Kill Vanish,Jessica Martinez (Goodreads Author),Young Adult,True
Voiceless ♪,HaveYouSeenThisGirL (Goodreads Author),Romance,True
Hot Target,Suzanne Brockmann (Goodreads Author),Romance,True
The Final Hour,London Miller (Goodreads Author),Romance,True
The Road to Jerusalem,"Jan Guillou, Anna Paterson (Translator)",Historical Fiction,True
Fledge,Penny Greenhorn (Goodreads Author),Science Fiction,True
The Book of Blood: From Legends and Leeches to Vampires and Veins,H.P. Newquist (Goodreads Author),Nonfiction,True
Multiverse Ballad,"Andrea Atzori, Tim D.K., Luca Tarenzi (prefazione)",Sconosciuto,True
Ultimate House Cleaning Guide: Learn To Keep Your House Clean & Organized,Mary L. Parker,Sconosciuto,True
Junie B. Jones and Some Sneaky Peeky Spying,"Barbara Park, Denise Brunkus (Illustrator)",Childrens,True
"Batman, Volume 2: The City of Owls","Scott Snyder (Goodreads Author) (Writer), Greg Capullo (Illustrator), Jonathan Glapion (Illustrator), James Tynion IV (Writer), Rafael Albuquerque (Illustrator), Jason Fabok (Illustrator), Becky Cloonan (Illustrator), Andy Clarke (Illustrator), more…",Comics,True
Temple of the Gods,Andy McDermott,Adventure,True
Tears in Heaven,Angelia Caroline,Romance,True
Relax - das Ende aller Träume,Asta Müller,Sconosciuto,True
Delilah,Eleanor De Jong,Historical Fiction,True
God in the Dock: Essays on Theology and Ethics,"C.S. Lewis, Walter Hooper (Editor)",Theology,True
El poder de la luz,Elisabetta Gnone,Fantasy,True
Ambrosia,Erin Noelle (Goodreads Author),New Adult,True
Notes of a Native Son,James Baldwin,Nonfiction,True
46,Melissa Burke (Goodreads Author),Poetry,True
مديح الكراهية,"خالد خليفة, Khaled Khalifa",Fiction,True
A Second Chance at Eden,Peter F. Hamilton (Goodreads Author),Science Fiction,True
Power #1,Claire Adams (Goodreads Author),Romance,True
The Last Night at the Ritz,"Elizabeth Savage, Nancy Pearl (Goodreads Author)",Fiction,True
Day of Empire: How Hyperpowers Rise to Global Dominance—and Why They Fall,Amy Chua,History,True
You Only Die Twice,Dan Gutman,Adventure,True
The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,Rosanna Pansino,Cookbooks,True
"SWOT For Writing Success - Write More, Write Better, Sell More Books",Rayne Hall,Writing,True
The Tale of Genji,"Murasaki Shikibu, Yoshitaka Amano (Illustrator), Rachel Nacth (Translator), Anri Itō (Translator), Junichi Imura (Translator)",Classics,True
Close Up,Abbas Kiarostami,Sconosciuto,True
Fairy Tales Written By Rabbits,"Mary A. Parker (Goodreads Author), Michelle Cannon (Illustrations)",Young Adult,True
Life of Fred: Fractions,Stanley F. Schmidt,Mathematics,True
The Last of the Firedrakes,Farah Oomerbhoy (Goodreads Author),Fantasy,True
Liberty's Crusade,Jeff Grubb,Science Fiction,True
New World,Kate L. Mary (Goodreads Author),Zombies,True
The Republican Party that WAS,Byron Goines,Sconosciuto,True
The Silent Sister,Diane Chamberlain (Goodreads Author),Fiction,True
Last Term at Malory Towers,Enid Blyton,Childrens,True
I Even Funnier,"James Patterson (Goodreads Author), Chris Grabenstein (Goodreads Author), Laura Park (Illustrator)",Humor,True
"Men of Inked, Volume 1",Chelle Bliss (Goodreads Author),Romance,True
The Young Ancients: Books I-VI,P.S. Power (Goodreads Author),Fantasy,True
Cloak of the Light,Chuck Black,Fantasy,True
Rules of Murder,"Julianna Deering (pen name), DeAnna Julie Dodson (Goodreads Author)",Mystery,True
Thicker Than Water,Brigid Kemmerer (Goodreads Author),Young Adult,True
"Love, in Spanish",Karina Halle (Goodreads Author),Romance,True
Death Vigil #3,Stjepan Šejić,Comics,True
Mia Fashion Plates and Cupcakes,"Coco Simon, Tracey West (Goodreads Author) (Ghostwriter), Maryam Choudhury (Illustrator)",Middle Grade,True
Drop Shot,"Harlan Coben (Goodreads Author), Martine Leconte (Translator)",Mystery,True
Pure Abandon,Jeannine Colette (Goodreads Author),Romance,True
Maelyn,Anita Valle (Goodreads Author),Fantasy,True
Brain Lock: Free Yourself from Obsessive-Compulsive Behavior,"Jeffrey M. Schwartz, Beverly Beyette",Psychology,True
İnce Memed 2,Yaşar Kemal,Turkish Literature,True
A Colder War,Charles Cumming,Fiction,True
Guide to the Sabbat,Justin Achilli (Goodreads Author),Role Playing Games,True
The Power of Focus,"Jack Canfield, Mark Victor Hansen",Self Help,True
Kindness Goes Unpunished,Craig Johnson,Mystery,True
The Virgin in the Ice,Ellis Peters,Mystery,True
Pollen,Jeff Noon,Science Fiction,True
Koniec jest moim początkiem,Tiziano Terzani,Nonfiction,True
Possession,Helen Hardt (Goodreads Author),Romance,True
Astral Projection,Brad Steiger,Witchcraft,True
Le Couvent de la Lune,Carole Dagher,Sconosciuto,True
The Conqueror,Edison Marshall,Sconosciuto,True
A Boy Toy for Christmas,Mark A. Roeder,M M Romance,True
Ninth City Burning,J. Patrick Black (Goodreads Author),Science Fiction,True
Let the Sky Fall Trilogy: Let the Sky Fall; Let the Storm Break; Let the Wind Rise,Shannon Messenger (Goodreads Author),Fantasy,True
Rainbow Cottage,Grace Livingston Hill,Romance,True
Man's Search for Himself,Rollo May,Psychology,True
"Chicken Diseases: Identification And Management Of Stress, Vices, And Diseases In Chickens",Francis Okumu,Sconosciuto,True
The Lays of Beleriand,"J.R.R. Tolkien, Christopher Tolkien (Editor)",Fantasy,True
I'd Rather Be Single,"Lashonda Devaughn, Tysha, Kaie Golson, Mimi Renee",Sconosciuto,True
Como e porque sou romancista,José de Alencar,Nonfiction,True
How Soon Is Now? The Madmen & Mavericks Who Made Independent Music (1975-2005),Richard King,Music,True
Sustained,Emma Chase (Goodreads Author),Romance,True
Under the Lights,Abbi Glines (Goodreads Author),Romance,True
Coffey's Hands,Stephen King (Goodreads Author),Horror,True
The Lyrics: 1961-2012,Bob Dylan,Poetry,True
Once Upon A Time In The West...Country,Tony Hawks,Nonfiction,True
The Supernatural Power Of A Transformed Mind,Bill Johnson,Christian,True
Colman,"Monica Furlong, Karen Cushman (Goodreads Author) (Foreword)",Fantasy,True
Up and Down in the Dales,Gervase Phinn,Biography,True
Tintin: The Art of Hergé,"Michel Daubert, Michael Farr (Translator)",Art,True
Summary of 14th Deadly Sin: by James Patterson | Includes Analysis,NOT A BOOK,Sconosciuto,True
Under the Big Black Sun: A Personal History of L.A. Punk,"John Doe, Tom DeSavia",Music,True
I Heart Forever,Lindsey Kelk (Goodreads Author),Chick Lit,True
Flunked,Jen Calonita (Goodreads Author),Fantasy,True
Louise the Lily Fairy,"Daisy Meadows, Georgie Ripper (Illustrator)",Fairies,True
It's the Little Things,Erica James (Goodreads Author),Chick Lit,True
Blacksad,"Juan Díaz Canales, Juanjo Guarnido",Comics,True
Lord Arthur Savile's Crime,Oscar Wilde,Classics,True
El puente de los asesinos,Arturo Pérez-Reverte,Fiction,True
متمردون لوجه الله,محمود عوض,History,True
The Righteous Men,Sam Bourne,Thriller,True
Heart of the Matter,Emily Giffin (Goodreads Author),Chick Lit,True
Joshua allora e oggi,"Mordecai Richler, Giovanni Ferrara degli Uberti (Translator)",Fiction,True
Heart of Hope,Lucy Score (Goodreads Author),Romance,True
Vandal,Carian Cole (Goodreads Author),Romance,True
Only If they Could Hear Me Cry: A Personal Reflection of Poverty and Homelessness In America,Raymond Sturgis (Goodreads Author),Sconosciuto,True
Payback,Eve Rabi (Goodreads Author),Romance,True
Wunder einer Winternacht - Die Weihnachtsgeschichte,"Marko Leino, Gabriele Schrey-Vasara (Translator)",Christmas,True
The Burning World,Isaac Marion (Goodreads Author),Zombies,True
Honor Girl: A Graphic Memoir,Maggie Thrash (Goodreads Author),Graphic Novels,True
"Aktoriai, režisieriai ir kasininkės. Ko nematė žiūrovai",Nijolė Narmontaitė,Sconosciuto,True
Hollywood Bliss - My Life So Far,Chloë Rayban,Young Adult,True
Beauty and the Beast Novelization,Elizabeth Rudnick,Fantasy,True
"The Whole-Brain Child: 12 Revolutionary Strategies to Nurture Your Child's Developing Mind, Survive Everyday Parenting Struggles, and Help Your Family Thrive","Daniel J. Siegel (Goodreads Author), Tina Payne Bryson (Goodreads Author)",Parenting,True
Reflections,Seanan McGuire (Goodreads Author),Urban Fantasy,True
Mes illusions donnent sur la cour,Sacha Sperling,LGBT,True
The Waitress,Melissa Nathan,Chick Lit,True
"Onyx Webb: Book Five: Episodes 13, 14, 15","Richard Fenton (Goodreads Author), Andrea Waltz (Goodreads Author)",Horror,True
Super Sons #8,"Peter J. Tomasi, Alejandro Sanchez (Illustrator), Jorge Jimenez (Illustrator)",Comics,True
Bad Girls,"Jacqueline Wilson, Nick Sharratt (Illustrations)",Childrens,True
The Autobiography of James T. Kirk,David A. Goodman,Star Trek,True
Bones Buried Deep,"Max Allan Collins (Goodreads Author), Kathy Reichs (Goodreads Author) (Creator)",Mystery,True
Tempting Gifts,Elena Aitken (Goodreads Author),Romance,True
Młot na czarownice,Jacek Piekara,Fantasy,True
Mr Percy's Magic Greenhouse,"Anthea Kemp, Penny Metcalfe (illustrator)",Sconosciuto,True
Introspection: Transformation,Steven Hamburg (Goodreads Author),Sconosciuto,True
The Regatta Mystery and Other Stories,Agatha Christie,Mystery,True
